"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051657","maintenance of organelle location","1/16","11/23174",0.00757018222427752,0.106017778037134,0.0729566104811505,"Arhgap21",1
"GO:0098722","asymmetric stem cell division","1/16","11/23174",0.00757018222427752,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0090161","Golgi ribbon formation","1/16","12/23174",0.00825570987977997,0.106017778037134,0.0729566104811505,"Myo18a",1
"GO:0048505","regulation of timing of cell differentiation","1/16","13/23174",0.00894079357902555,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0052646","alditol phosphate metabolic process","1/16","13/23174",0.00894079357902555,0.106017778037134,0.0729566104811505,"Gpd2",1
"GO:0042445","hormone metabolic process","2/16","211/23174",0.00910339959269725,0.106017778037134,0.0729566104811505,"Gcnt4/Tcf7l2",2
"GO:0035264","multicellular organism growth","2/16","212/23174",0.00918641171695733,0.106017778037134,0.0729566104811505,"Gpd2/Tcf7l2",2
"GO:1900402","regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter","1/16","14/23174",0.00962543359036938,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0040034","regulation of development, heterochronic","1/16","15/23174",0.010309630182017,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0051645","Golgi localization","1/16","15/23174",0.010309630182017,0.106017778037134,0.0729566104811505,"Arhgap21",1
"GO:0014733","regulation of skeletal muscle adaptation","1/16","16/23174",0.0109933836220223,0.106017778037134,0.0729566104811505,"Gtf2ird1",1
"GO:0032252","secretory granule localization","1/16","16/23174",0.0109933836220223,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0035112","genitalia morphogenesis","1/16","16/23174",0.0109933836220223,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0036445","neuronal stem cell division","1/16","16/23174",0.0109933836220223,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0055057","neuroblast division","1/16","16/23174",0.0109933836220223,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0097094","craniofacial suture morphogenesis","1/16","16/23174",0.0109933836220223,0.106017778037134,0.0729566104811505,"Foxn3",1
"GO:0010001","glial cell differentiation","2/16","236/23174",0.0112804417073488,0.106017778037134,0.0729566104811505,"Tcf7l2/Sox5",2
"GO:0010867","positive regulation of triglyceride biosynthetic process","1/16","17/23174",0.0116766941782902,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:1900746","regulation of vascular endothelial growth factor signaling pathway","1/16","17/23174",0.0116766941782902,0.106017778037134,0.0729566104811505,"Tcf4",1
"GO:0045722","positive regulation of gluconeogenesis","1/16","18/23174",0.0123595621185739,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","1/16","18/23174",0.0123595621185739,0.106017778037134,0.0729566104811505,"Tcf4",1
"GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","1/16","19/23174",0.0130419877104769,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0046827","positive regulation of protein export from nucleus","1/16","19/23174",0.0130419877104769,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0016050","vesicle organization","2/16","258/23174",0.0133680469506975,0.106017778037134,0.0729566104811505,"Vamp1/Myo18a",2
"GO:0048557","embryonic digestive tract morphogenesis","1/16","20/23174",0.013723971221452,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0090287","regulation of cellular response to growth factor stimulus","2/16","267/23174",0.0142672824551112,0.106017778037134,0.0729566104811505,"Tcf4/Tcf7l2",2
"GO:0008356","asymmetric cell division","1/16","21/23174",0.0144055129188023,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0010560","positive regulation of glycoprotein biosynthetic process","1/16","21/23174",0.0144055129188023,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0010866","regulation of triglyceride biosynthetic process","1/16","21/23174",0.0144055129188023,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0032332","positive regulation of chondrocyte differentiation","1/16","21/23174",0.0144055129188023,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0035493","SNARE complex assembly","1/16","22/23174",0.0150866130696815,0.106017778037134,0.0729566104811505,"Vamp1",1
"GO:0060438","trachea development","1/16","22/23174",0.0150866130696815,0.106017778037134,0.0729566104811505,"Edaradd",1
"GO:0045165","cell fate commitment","2/16","275/23174",0.0150882606189809,0.106017778037134,0.0729566104811505,"Tcf7l2/Sox5",2
"GO:0051648","vesicle localization","2/16","277/23174",0.0152966629488115,0.106017778037134,0.0729566104811505,"Vamp1/Tcf7l2",2
"GO:0042403","thyroid hormone metabolic process","1/16","23/23174",0.0157672719410913,0.106017778037134,0.0729566104811505,"Gcnt4",1
"GO:0043501","skeletal muscle adaptation","1/16","23/23174",0.0157672719410913,0.106017778037134,0.0729566104811505,"Gtf2ird1",1
"GO:1903020","positive regulation of glycoprotein metabolic process","1/16","23/23174",0.0157672719410913,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0043588","skin development","2/16","287/23174",0.0163574508259407,0.106017778037134,0.0729566104811505,"Tcf7l2/Edaradd",2
"GO:0030100","regulation of endocytosis","2/16","290/23174",0.0166817481123611,0.106017778037134,0.0729566104811505,"Myo18a/Arhgap21",2
"GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","1/16","25/23174",0.0171272669127672,0.106017778037134,0.0729566104811505,"Vamp1",1
"GO:0050714","positive regulation of protein secretion","2/16","300/23174",0.0177827319563989,0.106017778037134,0.0729566104811505,"Myo18a/Tcf7l2",2
"GO:0016082","synaptic vesicle priming","1/16","26/23174",0.0178066035462887,0.106017778037134,0.0729566104811505,"Vamp1",1
"GO:0090208","positive regulation of triglyceride metabolic process","1/16","26/23174",0.0178066035462887,0.106017778037134,0.0729566104811505,"Tcf7l2",1
"GO:0099500","vesicle fusion to plasma membrane","1/16","26/23174",0.0178066035462887,0.106017778037134,0.0729566104811505,"Vamp1",1
"GO:2000738","positive regulation of stem cell differentiation","1/16","26/23174",0.0178066035462887,0.106017778037134,0.0729566104811505,"Sox5",1
"GO:0015012","heparan sulfate proteoglycan biosynthetic process","1/16","28/23174",0.0191639564407184,0.110693300635195,0.0761740923723765,"Tcf7l2",1
"GO:0048103","somatic stem cell division","1/16","28/23174",0.0191639564407184,0.110693300635195,0.0761740923723765,"Sox5",1
"GO:0006734","NADH metabolic process","1/16","29/23174",0.0198419732339852,0.112924171199298,0.0777092759783011,"Gpd2",1
"GO:0042063","gliogenesis","2/16","321/23174",0.0201933753295592,0.113258496413615,0.077939343377246,"Tcf7l2/Sox5",2
"GO:0002793","positive regulation of peptide secretion","2/16","329/23174",0.0211462220370731,0.113932202527881,0.0784029572679284,"Myo18a/Tcf7l2",2
"GO:0061036","positive regulation of cartilage development","1/16","31/23174",0.0211966888423964,0.113932202527881,0.0784029572679284,"Sox5",1
"GO:0090162","establishment of epithelial cell polarity","1/16","31/23174",0.0211966888423964,0.113932202527881,0.0784029572679284,"Myo18a",1
"GO:0007097","nuclear migration","1/16","32/23174",0.0218733881890031,0.114192976679425,0.0785824101724319,"Tacc2",1
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","1/16","32/23174",0.0218733881890031,0.114192976679425,0.0785824101724319,"Tcf7l2",1
"GO:0030201","heparan sulfate proteoglycan metabolic process","1/16","33/23174",0.0225496489179365,0.114192976679425,0.0785824101724319,"Tcf7l2",1
"GO:0048566","embryonic digestive tract development","1/16","33/23174",0.0225496489179365,0.114192976679425,0.0785824101724319,"Tcf7l2",1
"GO:0031338","regulation of vesicle fusion","1/16","34/23174",0.0232254712945548,0.114192976679425,0.0785824101724319,"Vamp1",1
"GO:0048194","Golgi vesicle budding","1/16","34/23174",0.0232254712945548,0.114192976679425,0.0785824101724319,"Myo18a",1
"GO:0019432","triglyceride biosynthetic process","1/16","35/23174",0.0239008555840657,0.114192976679425,0.0785824101724319,"Tcf7l2",1
"GO:0021846","cell proliferation in forebrain","1/16","35/23174",0.0239008555840657,0.114192976679425,0.0785824101724319,"Tacc2",1
"GO:0038084","vascular endothelial growth factor signaling pathway","1/16","35/23174",0.0239008555840657,0.114192976679425,0.0785824101724319,"Tcf4",1
"GO:0014003","oligodendrocyte development","1/16","37/23174",0.0252503109618583,0.117733377617339,0.0810187529911241,"Tcf7l2",1
"GO:0051647","nucleus localization","1/16","37/23174",0.0252503109618583,0.117733377617339,0.0810187529911241,"Tacc2",1
"GO:0046460","neutral lipid biosynthetic process","1/16","38/23174",0.0259243825798128,0.118032188922206,0.0812243813336549,"Tcf7l2",1
"GO:0046463","acylglycerol biosynthetic process","1/16","38/23174",0.0259243825798128,0.118032188922206,0.0812243813336549,"Tcf7l2",1
"GO:0021983","pituitary gland development","1/16","39/23174",0.0265980171700065,0.119691077265029,0.0823659528030802,"Tcf7l2",1
"GO:0046825","regulation of protein export from nucleus","1/16","40/23174",0.0272712149969041,0.119931365952294,0.0825313085432624,"Tcf7l2",1
"GO:0060325","face morphogenesis","1/16","40/23174",0.0272712149969041,0.119931365952294,0.0825313085432624,"Tcf7l2",1
"GO:0010256","endomembrane system organization","2/16","381/23174",0.0277866927109645,0.12037509400802,0.0828366619992631,"Myo18a/Arhgap21",2
"GO:0030900","forebrain development","2/16","383/23174",0.0280571229923742,0.12037509400802,0.0828366619992631,"Tacc2/Tcf7l2",2
"GO:0010559","regulation of glycoprotein biosynthetic process","1/16","42/23174",0.0286163014179273,0.12037509400802,0.0828366619992631,"Tcf7l2",1
"GO:0046621","negative regulation of organ growth","1/16","42/23174",0.0286163014179273,0.12037509400802,0.0828366619992631,"Tcf7l2",1
"GO:0010907","positive regulation of glucose metabolic process","1/16","43/23174",0.0292881905402388,0.121876663860994,0.0838699740427891,"Tcf7l2",1
"GO:0090207","regulation of triglyceride metabolic process","1/16","44/23174",0.0299596439556278,0.123344491604553,0.0848800663020585,"Tcf7l2",1
"GO:0019674","NAD metabolic process","1/16","46/23174",0.0313012447203772,0.125790865122282,0.0865635492341558,"Gpd2",1
"GO:0060323","head morphogenesis","1/16","46/23174",0.0313012447203772,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0010718","positive regulation of epithelial to mesenchymal transition","1/16","47/23174",0.031971392596738,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:1903018","regulation of glycoprotein metabolic process","1/16","47/23174",0.031971392596738,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0014888","striated muscle adaptation","1/16","49/23174",0.0333103846538209,0.125790865122282,0.0865635492341558,"Gtf2ird1",1
"GO:0032330","regulation of chondrocyte differentiation","1/16","50/23174",0.0339792293606551,0.125790865122282,0.0865635492341558,"Sox5",1
"GO:0006111","regulation of gluconeogenesis","1/16","51/23174",0.0346476402035124,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0017145","stem cell division","1/16","51/23174",0.0346476402035124,0.125790865122282,0.0865635492341558,"Sox5",1
"GO:0048713","regulation of oligodendrocyte differentiation","1/16","51/23174",0.0346476402035124,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0048806","genitalia development","1/16","51/23174",0.0346476402035124,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0051222","positive regulation of protein transport","2/16","433/23174",0.0351621527228395,0.125790865122282,0.0865635492341558,"Myo18a/Tcf7l2",2
"GO:0030514","negative regulation of BMP signaling pathway","1/16","52/23174",0.0353156174450788,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","1/16","52/23174",0.0353156174450788,0.125790865122282,0.0865635492341558,"Tcf4",1
"GO:0032386","regulation of intracellular transport","2/16","437/23174",0.0357583920774346,0.125790865122282,0.0865635492341558,"Vamp1/Tcf7l2",2
"GO:0030166","proteoglycan biosynthetic process","1/16","53/23174",0.0359831613478938,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0048546","digestive tract morphogenesis","1/16","53/23174",0.0359831613478938,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0032350","regulation of hormone metabolic process","1/16","54/23174",0.0366502721743472,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0045599","negative regulation of fat cell differentiation","1/16","54/23174",0.0366502721743472,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0006900","vesicle budding from membrane","1/16","55/23174",0.0373169501866831,0.125790865122282,0.0865635492341558,"Myo18a",1
"GO:0046513","ceramide biosynthetic process","1/16","55/23174",0.0373169501866831,0.125790865122282,0.0865635492341558,"Cers6",1
"GO:0031641","regulation of myelination","1/16","56/23174",0.0379831956469979,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:0035019","somatic stem cell population maintenance","1/16","56/23174",0.0379831956469979,0.125790865122282,0.0865635492341558,"Tcf7l2",1
"GO:1904951","positive regulation of establishment of protein localization","2/16","452/23174",0.0380297964323179,0.125790865122282,0.0865635492341558,"Myo18a/Tcf7l2",2
"GO:0043030","regulation of macrophage activation","1/16","58/23174",0.0393143899592099,0.128937872154358,0.0887291762683328,"Myo18a",1
"GO:0031122","cytoplasmic microtubule organization","1/16","59/23174",0.0399793393345627,0.129993163126109,0.0894553794938275,"Tacc2",1
"GO:0048732","gland development","2/16","467/23174",0.0403563308542452,0.129993163126109,0.0894553794938275,"Tcf7l2/Edaradd",2
"GO:0060324","face development","1/16","60/23174",0.0406438572048042,0.129993163126109,0.0894553794938275,"Tcf7l2",1
"GO:1903532","positive regulation of secretion by cell","2/16","472/23174",0.0411438818433894,0.130513789126162,0.0898136506158544,"Myo18a/Tcf7l2",2
"GO:0006367","transcription initiation from RNA polymerase II promoter","1/16","62/23174",0.0419715994752498,0.130992008039691,0.0901427391106807,"Tcf4",1
"GO:0010171","body morphogenesis","1/16","62/23174",0.0419715994752498,0.130992008039691,0.0901427391106807,"Tcf7l2",1
"GO:2000736","regulation of stem cell differentiation","1/16","63/23174",0.0426348243977313,0.1319384133755,0.0907940121963865,"Sox5",1
"GO:0010676","positive regulation of cellular carbohydrate metabolic process","1/16","64/23174",0.0432976188596602,0.1319384133755,0.0907940121963865,"Tcf7l2",1
"GO:0046824","positive regulation of nucleocytoplasmic transport","1/16","64/23174",0.0432976188596602,0.1319384133755,0.0907940121963865,"Tcf7l2",1
"GO:0050708","regulation of protein secretion","2/16","489/23174",0.0438657561776609,0.132625372193397,0.09126674599464,"Myo18a/Tcf7l2",2
"GO:1904888","cranial skeletal system development","1/16","68/23174",0.0459444973150923,0.136637806736255,0.0940279208602545,"Foxn3",1
"GO:0007405","neuroblast proliferation","1/16","69/23174",0.0466051433829088,0.136637806736255,0.0940279208602545,"Sox5",1
"GO:0021536","diencephalon development","1/16","69/23174",0.0466051433829088,0.136637806736255,0.0940279208602545,"Tcf7l2",1
"GO:0061035","regulation of cartilage development","1/16","69/23174",0.0466051433829088,0.136637806736255,0.0940279208602545,"Sox5",1
"GO:0048641","regulation of skeletal muscle tissue development","1/16","70/23174",0.047265360552607,0.137531537848563,0.0946429459422997,"Tcf7l2",1
"GO:0008543","fibroblast growth factor receptor signaling pathway","1/16","74/23174",0.0499019454458901,0.143873003837671,0.0990068542660972,"Tcf7l2",1
"GO:0050766","positive regulation of phagocytosis","1/16","75/23174",0.0505600220204734,0.143873003837671,0.0990068542660972,"Myo18a",1
"GO:0051705","multi-organism behavior","1/16","75/23174",0.0505600220204734,0.143873003837671,0.0990068542660972,"Gcnt4",1
"GO:0006029","proteoglycan metabolic process","1/16","77/23174",0.0518748934058035,0.144182720143463,0.0992199869340303,"Tcf7l2",1
"GO:0030148","sphingolipid biosynthetic process","1/16","77/23174",0.0518748934058035,0.144182720143463,0.0992199869340303,"Cers6",1
"GO:0005977","glycogen metabolic process","1/16","78/23174",0.0525316887344401,0.144182720143463,0.0992199869340303,"Tcf7l2",1
"GO:0006073","cellular glucan metabolic process","1/16","78/23174",0.0525316887344401,0.144182720143463,0.0992199869340303,"Tcf7l2",1
"GO:0044042","glucan metabolic process","1/16","78/23174",0.0525316887344401,0.144182720143463,0.0992199869340303,"Tcf7l2",1
"GO:0045913","positive regulation of carbohydrate metabolic process","1/16","81/23174",0.0544995163684995,0.146467450240342,0.10079223421952,"Tcf7l2",1
"GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","1/16","81/23174",0.0544995163684995,0.146467450240342,0.10079223421952,"Tcf7l2",1
"GO:0072384","organelle transport along microtubule","1/16","81/23174",0.0544995163684995,0.146467450240342,0.10079223421952,"Arhgap21",1
"GO:0006672","ceramide metabolic process","1/16","83/23174",0.0558092720819775,0.14895302272914,0.102502692099748,"Cers6",1
"GO:0010717","regulation of epithelial to mesenchymal transition","1/16","87/23174",0.0584236822960243,0.153078595599723,0.105341723614116,"Tcf7l2",1
"GO:0006112","energy reserve metabolic process","1/16","88/23174",0.0590762235999298,0.153078595599723,0.105341723614116,"Tcf7l2",1
"GO:0032024","positive regulation of insulin secretion","1/16","88/23174",0.0590762235999298,0.153078595599723,0.105341723614116,"Tcf7l2",1
"GO:0044344","cellular response to fibroblast growth factor stimulus","1/16","88/23174",0.0590762235999298,0.153078595599723,0.105341723614116,"Tcf7l2",1
"GO:0035773","insulin secretion involved in cellular response to glucose stimulus","1/16","89/23174",0.0597283409187549,0.153078595599723,0.105341723614116,"Tcf7l2",1
"GO:0042116","macrophage activation","1/16","89/23174",0.0597283409187549,0.153078595599723,0.105341723614116,"Myo18a",1
"GO:0071774","response to fibroblast growth factor","1/16","90/23174",0.060380034509628,0.153730745758066,0.105790503676841,"Tcf7l2",1
"GO:0046889","positive regulation of lipid biosynthetic process","1/16","92/23174",0.0616821515353027,0.15563036588495,0.1070977358055,"Tcf7l2",1
"GO:0030510","regulation of BMP signaling pathway","1/16","93/23174",0.0623325754836361,0.15563036588495,0.1070977358055,"Tcf7l2",1
"GO:0045445","myoblast differentiation","1/16","93/23174",0.0623325754836361,0.15563036588495,0.1070977358055,"Tcf7l2",1
"GO:0006906","vesicle fusion","1/16","94/23174",0.0629825767310807,0.156245238429027,0.107520863110414,"Vamp1",1
"GO:0045685","regulation of glial cell differentiation","1/16","95/23174",0.0636321555340399,0.156458288060225,0.107667474171731,"Tcf7l2",1
"GO:0006352","DNA-templated transcription, initiation","1/16","96/23174",0.0642813121487747,0.156458288060225,0.107667474171731,"Tcf4",1
"GO:0140029","exocytic process","1/16","96/23174",0.0642813121487747,0.156458288060225,0.107667474171731,"Vamp1",1
"GO:0043502","regulation of muscle adaptation","1/16","97/23174",0.0649300468313995,0.156622713310662,0.107780624146872,"Gtf2ird1",1
"GO:0006641","triglyceride metabolic process","1/16","98/23174",0.0655783598378858,0.156622713310662,0.107780624146872,"Tcf7l2",1
"GO:0060993","kidney morphogenesis","1/16","99/23174",0.0662262514240624,0.156622713310662,0.107780624146872,"Gcnt4",1
"GO:0090174","organelle membrane fusion","1/16","100/23174",0.0668737218456102,0.156622713310662,0.107780624146872,"Vamp1",1
"GO:0044264","cellular polysaccharide metabolic process","1/16","101/23174",0.0675207713580688,0.156622713310662,0.107780624146872,"Tcf7l2",1
"GO:0051651","maintenance of location in cell","1/16","101/23174",0.0675207713580688,0.156622713310662,0.107780624146872,"Arhgap21",1
"GO:0050764","regulation of phagocytosis","1/16","102/23174",0.0681674002168333,0.156622713310662,0.107780624146872,"Myo18a",1
"GO:0051897","positive regulation of protein kinase B signaling","1/16","102/23174",0.0681674002168333,0.156622713310662,0.107780624146872,"Tcf7l2",1
"GO:0043255","regulation of carbohydrate biosynthetic process","1/16","103/23174",0.0688136086771542,0.156622713310662,0.107780624146872,"Tcf7l2",1
"GO:2000300","regulation of synaptic vesicle exocytosis","1/16","103/23174",0.0688136086771542,0.156622713310662,0.107780624146872,"Vamp1",1
"GO:0001942","hair follicle development","1/16","104/23174",0.0694593969941394,0.156622713310662,0.107780624146872,"Edaradd",1
"GO:0007052","mitotic spindle organization","1/16","105/23174",0.070104765422752,0.156622713310662,0.107780624146872,"Tacc2",1
"GO:0018958","phenol-containing compound metabolic process","1/16","105/23174",0.070104765422752,0.156622713310662,0.107780624146872,"Gcnt4",1
"GO:0098773","skin epidermis development","1/16","106/23174",0.0707497142178118,0.156622713310662,0.107780624146872,"Edaradd",1
"GO:0022404","molting cycle process","1/16","107/23174",0.0713942436339952,0.156622713310662,0.107780624146872,"Edaradd",1
"GO:0022405","hair cycle process","1/16","107/23174",0.0713942436339952,0.156622713310662,0.107780624146872,"Edaradd",1
"GO:1902803","regulation of synaptic vesicle transport","1/16","107/23174",0.0713942436339952,0.156622713310662,0.107780624146872,"Vamp1",1
"GO:0021782","glial cell development","1/16","108/23174",0.0720383539258344,0.156622713310662,0.107780624146872,"Tcf7l2",1
"GO:0021987","cerebral cortex development","1/16","108/23174",0.0720383539258344,0.156622713310662,0.107780624146872,"Tacc2",1
"GO:0032092","positive regulation of protein binding","1/16","110/23174",0.073325318153894,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0005976","polysaccharide metabolic process","1/16","112/23174",0.0746106089353847,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0016525","negative regulation of angiogenesis","1/16","112/23174",0.0746106089353847,0.156758282215629,0.107873916498175,"Tcf4",1
"GO:0046822","regulation of nucleocytoplasmic transport","1/16","112/23174",0.0746106089353847,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/16","112/23174",0.0746106089353847,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0046467","membrane lipid biosynthetic process","1/16","114/23174",0.0758942283014078,0.156758282215629,0.107873916498175,"Cers6",1
"GO:0030282","bone mineralization","1/16","115/23174",0.0765354118377121,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0071346","cellular response to interferon-gamma","1/16","115/23174",0.0765354118377121,0.156758282215629,0.107873916498175,"Myo18a",1
"GO:2000181","negative regulation of blood vessel morphogenesis","1/16","116/23174",0.0771761782807757,0.156758282215629,0.107873916498175,"Tcf4",1
"GO:0043500","muscle adaptation","1/16","117/23174",0.077816527883842,0.156758282215629,0.107873916498175,"Gtf2ird1",1
"GO:0046620","regulation of organ growth","1/16","118/23174",0.0784564609000129,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0060349","bone morphogenesis","1/16","118/23174",0.0784564609000129,0.156758282215629,0.107873916498175,"Foxn3",1
"GO:0006611","protein export from nucleus","1/16","119/23174",0.0790959775822477,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0090090","negative regulation of canonical Wnt signaling pathway","1/16","119/23174",0.0790959775822477,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:1901136","carbohydrate derivative catabolic process","1/16","119/23174",0.0790959775822477,0.156758282215629,0.107873916498175,"Gpd2",1
"GO:0002062","chondrocyte differentiation","1/16","120/23174",0.0797350781833616,0.156758282215629,0.107873916498175,"Sox5",1
"GO:0090277","positive regulation of peptide hormone secretion","1/16","120/23174",0.0797350781833616,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0006639","acylglycerol metabolic process","1/16","121/23174",0.0803737629560285,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0048565","digestive tract development","1/16","121/23174",0.0803737629560285,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0006665","sphingolipid metabolic process","1/16","122/23174",0.0810120321527797,0.156758282215629,0.107873916498175,"Cers6",1
"GO:0010906","regulation of glucose metabolic process","1/16","122/23174",0.0810120321527797,0.156758282215629,0.107873916498175,"Tcf7l2",1
"GO:0048284","organelle fusion","1/16","122/23174",0.0810120321527797,0.156758282215629,0.107873916498175,"Vamp1",1
"GO:0006638","neutral lipid metabolic process","1/16","123/23174",0.0816498860260036,0.156872880337021,0.107952777710503,"Tcf7l2",1
"GO:0042303","molting cycle","1/16","124/23174",0.0822873248279465,0.156872880337021,0.107952777710503,"Edaradd",1
"GO:0042633","hair cycle","1/16","124/23174",0.0822873248279465,0.156872880337021,0.107952777710503,"Edaradd",1
"GO:0048640","negative regulation of developmental growth","1/16","127/23174",0.0841971533264183,0.159726952633941,0.109916820390009,"Tcf7l2",1
"GO:1901343","negative regulation of vasculature development","1/16","128/23174",0.0848329343628558,0.160148027309391,0.110206584820552,"Tcf4",1
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","1/16","130/23174",0.086103255250579,0.161512794068655,0.111145755200244,"Tacc2",1
"GO:0090316","positive regulation of intracellular protein transport","1/16","131/23174",0.0867377956045106,0.161512794068655,0.111145755200244,"Tcf7l2",1
"GO:0051168","nuclear export","1/16","133/23174",0.0880056373880636,0.161512794068655,0.111145755200244,"Tcf7l2",1
"GO:0061025","membrane fusion","1/16","133/23174",0.0880056373880636,0.161512794068655,0.111145755200244,"Vamp1",1
