omosome organization","14/663","346/23239",0.12149621468303,0.650646332202964,0.629138240835522,"Cdc23/Zbtb7b/Nelfa/Ing2/Lrrk1/Vegfa/Ruvbl2/Acd/Snw1/Tinf2/Lif/Kat2b/Arid5a/Trim28",14
"GO:0000075","cell cycle checkpoint","8/663","176/23239",0.131760227492885,0.657075705913921,0.635355081945639,"Taok2/Trp53bp1/Ticrr/Clock/Msh6/Nsun2/Rnaseh2b/Thoc1",8
"GO:0048634","regulation of muscle organ development","8/663","176/23239",0.131760227492885,0.657075705913921,0.635355081945639,"Hdac5/G6pdx/Notch1/Hdac7/Fgfr2/Creb1/Pi16/Rbpj",8
"GO:0048871","multicellular organismal homeostasis","18/663","473/23239",0.133260735889502,0.661006178025402,0.639155626400409,"Tnfsf11/Slc35d3/Csk/Gpr55/Zbtb7b/Rac1/Prkca/Notch1/Lrrk1/Vegfa/Id1/Gnas/Nanos1/Stat6/Ddit3/Acaca/Rbpj/Homer1",18
"GO:0009913","epidermal cell differentiation","9/663","205/23239",0.133517615456249,0.661006178025402,0.639155626400409,"Cyp27b1/Vdr/Krt10/Rac1/Notch1/Ptch1/Irf6/Ptch2/Rbpj",9
"GO:0060538","skeletal muscle organ development","9/663","205/23239",0.133517615456249,0.661006178025402,0.639155626400409,"Myl6b/Smyd1/Hdac5/Hdac6/Notch1/Snw1/Mef2d/Hivep3/Homer1",9
"GO:0008544","epidermis development","13/663","322/23239",0.133532119982964,0.661006178025402,0.639155626400409,"Zfp750/Cyp27b1/Vdr/Krt10/Rac1/Notch1/Ptch1/Fgfr2/Irf6/Gnas/Nsun2/Ptch2/Rbpj",13
"GO:0022407","regulation of cell-cell adhesion","15/663","382/23239",0.133643190773054,0.661006178025402,0.639155626400409,"Hsp90aa1/Lag3/Ada/Tnfsf11/B4galnt2/Zbtb7b/Prkca/Vegfa/Loxl3/Tnfsf9/Cd244a/Vsir/Lgals3/Cd80/Ndfip1",15
"GO:0031330","negative regulation of cellular catabolic process","10/663","234/23239",0.134036305009229,0.661006178025402,0.639155626400409,"Htr2b/Svip/Derl2/Vegfa/Usp30/Smcr8/Angel2/Pbk/Mtmr2/Styx",10
"GO:0002292","T cell differentiation involved in immune response","4/663","69/23239",0.134284138815855,0.661006178025402,0.639155626400409,"Zbtb7b/Loxl3/Rorc/Stat6",4
"GO:0048146","positive regulation of fibroblast proliferation","4/663","69/23239",0.134284138815855,0.661006178025402,0.639155626400409,"Pdgfb/Cdk4/Rnaseh2b/Cdk6",4
"GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","4/663","69/23239",0.134284138815855,0.661006178025402,0.639155626400409,"Svip/Derl2/Pbk/Styx",4
"GO:1903725","regulation of phospholipid metabolic process","4/663","69/23239",0.134284138815855,0.661006178025402,0.639155626400409,"Htr2b/Rac1/Pdgfb/Mtmr2",4
"GO:2001021","negative regulation of response to DNA damage stimulus","4/663","69/23239",0.134284138815855,0.661006178025402,0.639155626400409,"Trp53bp1/Bcl2l12/Tmem161a/Thoc1",4
"GO:0030178","negative regulation of Wnt signaling pathway","7/663","149/23239",0.134775903740801,0.662648193392271,0.640743362484065,"Tmem88/Mcc/Notch1/Ruvbl2/Invs/Rnf213/Ddit3",7
"GO:0043502","regulation of muscle adaptation","5/663","95/23239",0.135409630969878,0.664653235288163,0.642682124709791,"G6pdx/Prkca/Notch1/Cmya5/Pi16",5
"GO:0030217","T cell differentiation","11/663","264/23239",0.136158534754025,0.664653235288163,0.642682124709791,"Tnfsf8/Hsp90aa1/Ada/Zbtb7b/Loxl3/Tnfsf9/Rorc/Stat6/Vsir/Zfp683/Cdk6",11
"GO:0048640","negative regulation of developmental growth","6/663","122/23239",0.13639622190459,0.664653235288163,0.642682124709791,"Trim46/G6pdx/Ptch1/Gnas/Atxn2/Pi16",6
"GO:0007131","reciprocal meiotic recombination","3/663","45/23239",0.136611705796875,0.664653235288163,0.642682124709791,"Mcmdc2/Fancm/Rad51",3
"GO:0008089","anterograde axonal transport","3/663","45/23239",0.136611705796875,0.664653235288163,0.642682124709791,"Bloc1s3/Trim46/Ap3m1",3
"GO:0031952","regulation of protein autophosphorylation","3/663","45/23239",0.136611705796875,0.664653235288163,0.642682124709791,"Ppp2r5a/Vegfa/Pdgfb",3
"GO:0035825","homologous recombination","3/663","45/23239",0.136611705796875,0.664653235288163,0.642682124709791,"Mcmdc2/Fancm/Rad51",3
"GO:0047496","vesicle transport along microtubule","3/663","45/23239",0.136611705796875,0.664653235288163,0.642682124709791,"Bloc1s3/Trim46/Ap3m1",3
"GO:1902743","regulation of lamellipodium organization","3/663","45/23239",0.136611705796875,0.664653235288163,0.642682124709791,"Hsp90aa1/Rac1/Vil1",3
"GO:0032386","regulation of intracellular transport","17/663","445/23239",0.138061296082275,0.66735637337463,0.645295906508418,"Hsp90aa1/Slc35d3/Svip/Unc13b/Unc13a/Trim46/Prkca/Kcnb1/Derl2/Oaz3/Hspa1l/Ripor1/Myo1c/Mtmr2/Oaz2/Trim28/Ppm1a",17
"GO:0010592","positive regulation of lamellipodium assembly","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Hsp90aa1/Rac1",2
"GO:0030149","sphingolipid catabolic process","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Hexb/Gla",2
"GO:0031954","positive regulation of protein autophosphorylation","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Vegfa/Pdgfb",2
"GO:0042044","fluid transport","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Aqp11/Mip",2
"GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Zbtb7b/Loxl3",2
"GO:0043496","regulation of protein homodimerization activity","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Id1/Lgals3",2
"GO:0060972","left/right pattern formation","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Notch1/Invs",2
"GO:0072202","cell differentiation involved in metanephros development","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Pdgfb/Lif",2
"GO:0072207","metanephric epithelium development","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"Pdgfb/Lif",2
"GO:1905208","negative regulation of cardiocyte differentiation","2/663","23/23239",0.138919732056022,0.66735637337463,0.645295906508418,"G6pdx/Pi16",2
"GO:0010611","regulation of cardiac muscle hypertrophy","4/663","70/23239",0.139421657201894,0.667608182163906,0.645539391380108,"G6pdx/Prkca/Notch1/Pi16",4
"GO:0042130","negative regulation of T cell proliferation","4/663","70/23239",0.139421657201894,0.667608182163906,0.645539391380108,"Zbtb7b/Vsir/Cd80/Ndfip1",4
"GO:0001578","microtubule bundle formation","5/663","96/23239",0.139728501736895,0.667608182163906,0.645539391380108,"Cfap157/Dnaaf3/Trim46/Rsph9/Lrrc6",5
"GO:0035710","CD4-positive, alpha-beta T cell activation","5/663","96/23239",0.139728501736895,0.667608182163906,0.645539391380108,"Zbtb7b/Loxl3/Rorc/Stat6/Vsir",5
"GO:0060326","cell chemotaxis","12/663","295/23239",0.139769008297385,0.667608182163906,0.645539391380108,"Ccl3/Cxcl17/Ackr4/Tnfsf11/Rac1/Prkca/Mpp1/Notch1/Vegfa/Pdgfb/Il17ra/Lgals3",12
"GO:0048489","synaptic vesicle transport","8/663","179/23239",0.140952366628438,0.671728627766244,0.649523629466776,"Unc13b/Unc13a/Bloc1s3/Trim46/Prkca/Ap3m1/Fgfr2/Syt11",8
"GO:0097480","establishment of synaptic vesicle localization","8/663","179/23239",0.140952366628438,0.671728627766244,0.649523629466776,"Unc13b/Unc13a/Bloc1s3/Trim46/Prkca/Ap3m1/Fgfr2/Syt11",8
"GO:0051236","establishment of RNA localization","7/663","151/23239",0.141543310906661,0.673778328850003,0.651505574603866,"Xpo7/Stau1/Seh1l/Myo1c/Srsf1/Sarnp/Thoc1",7
"GO:0010035","response to inorganic substance","18/663","478/23239",0.142446912885713,0.676444961752517,0.654084057952202,"Cyp27b1/Hdac6/Gipr/Krt10/Ptch1/Pycr1/Syt11/Junb/Endog/Creb1/Kcnmb1/Itpr3/Stat6/Mtf1/Cdk4/Rad51/Pln/Homer1",18
"GO:0040013","negative regulation of locomotion","13/663","326/23239",0.142509579650229,0.676444961752517,0.654084057952202,"Angpt2/Slurp1/Ada/Mcc/Hdac5/Notch1/Scai/Pdgfb/Ccdc125/Apoh/Cers2/Rbpj/Trim28",13
"GO:0003382","epithelial cell morphogenesis","3/663","46/23239",0.143233869915131,0.676444961752517,0.654084057952202,"Col18a1/Rac1/Id1",3
"GO:0006368","transcription elongation from RNA polymerase II promoter","3/663","46/23239",0.143233869915131,0.676444961752517,0.654084057952202,"Cdk13/Nelfa/Pbrm1",3
"GO:0006904","vesicle docking involved in exocytosis","3/663","46/23239",0.143233869915131,0.676444961752517,0.654084057952202,"Unc13b/Unc13a/Kcnb1",3
"GO:0090311","regulation of protein deacetylation","3/663","46/23239",0.143233869915131,0.676444961752517,0.654084057952202,"Zbtb7b/Ing2/Vegfa",3
"GO:0090342","regulation of cell aging","3/663","46/23239",0.143233869915131,0.676444961752517,0.654084057952202,"Ing2/Bcl2l12/Cdk6",3
"GO:0015931","nucleobase-containing compound transport","8/663","180/23239",0.144085871924136,0.677513236255203,0.655117019037334,"Xpo7/Stau1/Slc35a1/Seh1l/Myo1c/Srsf1/Sarnp/Thoc1",8
"GO:0071695","anatomical structure maturation","8/663","180/23239",0.144085871924136,0.677513236255203,0.655117019037334,"Rac1/G6pdx/Notch1/Pdgfb/Ddit3/Rec8/Nsun2/Rbpj",8
"GO:0055013","cardiac muscle cell development","5/663","97/23239",0.144107016830601,0.677513236255203,0.655117019037334,"Obsl1/G6pdx/Vegfa/Pi16/Myl2",5
"GO:0072080","nephron tubule development","5/663","97/23239",0.144107016830601,0.677513236255203,0.655117019037334,"Notch1/Aqp11/Ptch1/Vegfa/Lif",5
"GO:0097327","response to antineoplastic agent","4/663","71/23239",0.144636543356954,0.678479820965602,0.656051651838935,"Pdgfb/Cdk4/Rad51/Cdk6",4
"GO:0097755","positive regulation of blood vessel diameter","4/663","71/23239",0.144636543356954,0.678479820965602,0.656051651838935,"G6pdx/Gper1/Kcnmb1/Kat2b",4
"GO:0042110","T cell activation","18/663","480/23239",0.146219506090853,0.68058782735059,0.658089974907984,"Tnfsf8/Hsp90aa1/Lag3/Ada/Tnfsf11/Csk/Zbtb7b/Loxl3/Tnfsf9/Rorc/Cd244a/Stat6/Vsir/Zfp683/Lgals3/Cdk6/Cd80/Ndfip1",18
"GO:1901343","negative regulation of vasculature development","6/663","125/23239",0.147879037536496,0.68058782735059,0.658089974907984,"Angpt2/Hdac5/Notch1/Pdgfb/Lif/Apoh",6
"GO:0050920","regulation of chemotaxis","9/663","210/23239",0.147892038401819,0.68058782735059,0.658089974907984,"Angpt2/Zswim4/Cxcl17/Rac1/Prkca/Mpp1/Notch1/Vegfa/Pdgfb",9
"GO:0001829","trophectodermal cell differentiation","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Ada/Junb",2
"GO:0003272","endocardial cushion formation","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Notch1/Rbpj",2
"GO:0010499","proteasomal ubiquitin-independent protein catabolic process","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Psmb7/Psma1",2
"GO:0016082","synaptic vesicle priming","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Unc13b/Unc13a",2
"GO:0032770","positive regulation of monooxygenase activity","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Htr2b/Fcer2a",2
"GO:0034104","negative regulation of tissue remodeling","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Csk/Vegfa",2
"GO:0035561","regulation of chromatin binding","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Mepce/Kat2b",2
"GO:0035813","regulation of renal sodium excretion","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Comt/Gnas",2
"GO:0071392","cellular response to estradiol stimulus","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Ruvbl2/Gper1",2
"GO:0071677","positive regulation of mononuclear cell migration","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Cxcl17/Lgals3",2
"GO:0071868","cellular response to monoamine stimulus","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Htr2b/Gnas",2
"GO:0090280","positive regulation of calcium ion import","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Pdgfb/Lgals3",2
"GO:0099623","regulation of cardiac muscle cell membrane repolarization","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Wdr1/Akap9",2
"GO:1900273","positive regulation of long-term synaptic potentiation","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Stau1/Creb1",2
"GO:1901658","glycosyl compound catabolic process","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Gla/Ada",2
"GO:1904292","regulation of ERAD pathway","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Svip/Derl2",2
"GO:2000737","negative regulation of stem cell differentiation","2/663","24/23239",0.148824158471485,0.68058782735059,0.658089974907984,"Cdk13/Notch1",2
"GO:0051260","protein homooligomerization","14/663","359/23239",0.148993512320524,0.68058782735059,0.658089974907984,"Tnfsf11/Kctd19/Nlrc4/Trp53bp1/Kcnb1/Aqp11/Syt11/Mip/Cd79a/Rnf213/Itpr3/Acaca/Rad51/Pln",14
"GO:0008543","fibroblast growth factor receptor signaling pathway","4/663","72/23239",0.14992661951738,0.68058782735059,0.658089974907984,"Fgfr2/Pdgfb/Dstyk/Klb",4
"GO:0014743","regulation of muscle hypertrophy","4/663","72/23239",0.14992661951738,0.68058782735059,0.658089974907984,"G6pdx/Prkca/Notch1/Pi16",4
"GO:0048645","animal organ formation","4/663","72/23239",0.14992661951738,0.68058782735059,0.658089974907984,"Smarcd3/Notch1/Fgfr2/Rbpj",4
"GO:0031103","axon regeneration","3/663","47/23239",0.149960029755215,0.68058782735059,0.658089974907984,"Tnc/Omg/Cers2",3
"GO:0042088","T-helper 1 type immune response","3/663","47/23239",0.149960029755215,0.68058782735059,0.658089974907984,"Vegfa/Stat6/Arid5a",3
"GO:0051055","negative regulation of lipid biosynthetic process","3/663","47/23239",0.149960029755215,0.68058782735059,0.658089974907984,"Cyp27b1/Pdgfb/Gper1",3
"GO:0051438","regulation of ubiquitin-protein transferase activity","3/663","47/23239",0.149960029755215,0.68058782735059,0.658089974907984,"Ube2s/Dcun1d1/Rps2",3
"GO:1905517","macrophage migration","3/663","47/23239",0.149960029755215,0.68058782735059,0.658089974907984,"Ccl3/Cxcl17/Lgals3",3
"GO:2000725","regulation of cardiac muscle cell differentiation","3/663","47/23239",0.149960029755215,0.68058782735059,0.658089974907984,"G6pdx/Pi16/Rbpj",3
"GO:0050729","positive regulation of inflammatory response","6/663","126/23239",0.15180107268033,0.688197720192537,0.665448311316828,"Ccl3/Tnfsf11/Lta/Prkca/Clock/Il17ra",6
"GO:0042310","vasoconstriction","5/663","99/23239",0.153038270628168,0.688908119999713,0.66613522779181,"Htr2b/G6pdx/Manf/Pdgfb/Comp",5
"GO:1902106","negative regulation of leukocyte differentiation","5/663","99/23239",0.153038270628168,0.688908119999713,0.66613522779181,"Gpr55/Zbtb7b/Loxl3/Clec2d/Cdk6",5
"GO:0008380","RNA splicing","14/663","361/23239",0.153500053469694,0.688908119999713,0.66613522779181,"Cdk13/Gemin5/Rp9/Snu13/Gemin7/Snw1/Sf3b5/Sf3a2/Lgals3/Srsf1/Srrm2/Tsen34/Zrsr1/Thoc1",14
"GO:0050870","positive regulation of T cell activation","8/663","183/23239",0.153690064827945,0.688908119999713,0.66613522779181,"Hsp90aa1/Ada/Tnfsf11/Zbtb7b/Tnfsf9/Cd244a/Vsir/Cd80",8
"GO:1903532","positive regulation of secretion by cell","17/663","453/23239",0.153764434150808,0.688908119999713,0.66613522779181,"Ccl3/Htr2b/Tnfsf11/Unc13b/Unc13a/Gipr/Prkca/Kcnb1/Creb1/Gper1/Il17ra/Cd244a/Lif/C1qtnf4/Lgals3/Kmo/Arid5a",17
"GO:0072503","cellular divalent inorganic cation homeostasis","18/663","484/23239",0.153930970583928,0.688908119999713,0.66613522779181,"Ccl3/Hexb/Htr2b/Cxcl17/Ackr4/Vdr/Gpr55/Rmdn3/Gipr/Cd52/Prkca/Grin2d/Pmch/Gper1/Ptger2/Itpr3/Ddit3/Pln",18
"GO:0045165","cell fate commitment","11/663","271/23239",0.154094560155409,0.688908119999713,0.66613522779181,"Zbtb7b/Tead3/Notch1/Ptch1/Fgfr2/Loxl3/Rorc/Stat6/Ptch2/Myl2/Rbpj",11
"GO:0043900","regulation of multi-organism process","15/663","392/23239",0.154666307862383,0.688908119999713,0.66613522779181,"Nfkbil1/Ada/Lta/Unc13b/Stau1/Prkca/Notch1/Trim14/Syt11/Fcer2a/Snw1/Gpatch3/Plscr1/Rsf1/Trim28",15
"GO:0048638","regulation of developmental growth","15/663","392/23239",0.154666307862383,0.688908119999713,0.66613522779181,"Unc13a/Trim46/G6pdx/Notch1/Omg/Ptch1/Vegfa/Fgfr2/Creb1/Vil1/Gnas/Cdk4/Atxn2/Pi16/Rbpj",15
"GO:0045843","negative regulation of striated muscle tissue development","4/663","73/23239",0.15528967682951,0.688908119999713,0.66613522779181,"Hdac5/G6pdx/Hdac7/Pi16",4
"GO:0048844","artery morphogenesis","4/663","73/23239",0.15528967682951,0.688908119999713,0.66613522779181,"Notch1/Vegfa/Comp/Rbpj",4
"GO:0051155","positive regulation of striated muscle cell differentiation","4/663","73/23239",0.15528967682951,0.688908119999713,0.66613522779181,"Smyd1/Epc1/Scgb3a1/Rbpj",4
"GO:2000573","positive regulation of DNA biosynthetic process","4/663","73/23239",0.15528967682951,0.688908119999713,0.66613522779181,"Hsp90aa1/Vegfa/Acd/Pdgfb",4
"GO:0097553","calcium ion transmembrane import into cytosol","6/663","127/23239",0.155769082479808,0.688908119999713,0.66613522779181,"Htr2b/Grin2d/Gper1/Itpr3/Ddit3/Pln",6
