# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_14_neg_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_14_srt_flt_neg_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_14_srt_flt_neg_srt.bam
Tmem70	1	16665207	16678275	+	13069	66
Ly96	1	16688433	16709611	+	21179	4
Jph1	1	16964560	17097889	-	133330	29
Gdap1	1	17145362	17164271	+	18910	1
Pi15	1	17601901	17630939	+	29039	5
Crispld1	1	17727045	17766344	+	39300	14
Crisp4	1	18115191	18145902	-	30712	1
Defb18	1	18236473	18237443	-	971	1
Defb41	1	18250980	18265138	-	14159	3
Tfap2d	1	19103022	19166346	+	63325	18
Tfap2b	1	19208914	19238576	+	29663	7
Pkhd1	1	20057779	20618064	-	560286	83
Il17a	1	20730905	20734496	+	3592	2
Il17f	1	20777146	20790617	-	13472	2
Mcm3	1	20802968	20820312	-	17345	2
Paqr8	1	20890606	20939650	+	49045	11
Efhc1	1	20951688	20990841	+	39154	4
Tram2	1	20996299	21079229	-	82931	15
Tmem14a	1	21218575	21230167	+	11593	3
Gsta3	1	21240589	21265661	+	25073	6
Khdc1a	1	21349641	21352200	+	2560	1
Khdc1c	1	21368331	21370845	+	2515	0
Khdc1b	1	21383556	21386373	+	2818	1
Kcnq5	1	21398403	21961942	-	563540	111
Cox5b	1	21501029	36693681	+	15192653	4738
Rims1	1	22286251	22805994	-	519744	48
Ppp1r14bl	1	23100473	23102253	-	1781	0
Ogfrl1	1	23366424	23397541	-	31118	8
B3gat2	1	23761753	23849158	+	87406	16
Smap1	1	23845625	23922317	-	76693	17
Sdhaf4	1	23995939	24005656	-	9718	0
Fam135a	1	24011093	24100333	-	89241	14
Col9a1	1	24177610	24252684	+	75075	15
Col19a1	1	24263994	24587472	-	323479	71
Lmbrd1	1	24678630	24766301	+	87672	245
Adgrb3	1	25067476	25829707	-	762232	136
4931408C20Rik	1	26681814	26687460	-	5647	0
Gm597	1	28776117	28780252	-	4136	0
Phf3	1	30802339	30873894	-	71556	22
Ptp4a1	1	30940302	30949770	-	9469	4
Gm5698	1	30977243	30977968	-	726	0
4931428L18Rik	1	30997842	31222617	-	224776	43
Lgsn	1	31176401	31204725	+	28325	3
Pih1d3	1	31222838	31224288	+	1451	1
Khdrbs2	1	32172714	32658568	+	485855	78
Gm5415	1	32543686	32547294	-	3609	3
Prim2	1	33453810	33669795	-	215986	35
Rab23	1	33719895	33742564	+	22670	16
Bag2	1	33745484	33757795	-	12312	5
Zfp451	1	33761545	33814570	-	53026	3
Bend6	1	33852052	33907816	-	55765	9
Dst	1	33908225	34308661	+	400437	84
Ccdc115	1	34436670	34439672	-	3003	0
Imp4	1	34439851	34449356	+	9506	167
Ptpn18	1	34459765	34475733	+	15969	24
Prss39	1	34498410	34503063	+	4654	2
Cfc1	1	34535648	34544313	+	8666	3
Prss40	1	34543968	34560943	-	16976	5
Amer3	1	34579657	34590944	+	11288	0
Arhgef4	1	34678188	34813309	+	135122	67
Fam168b	1	34813219	34843065	-	29847	11
Plekhb2	1	34849976	34879580	+	29605	104
Hs6st1	1	36068400	36106446	+	38047	343
Uggt1	1	36140027	36244305	-	104279	31
Neurl3	1	36264597	36274679	-	10083	1
Arid5a	1	36307733	36324029	+	16297	575
Kansl3	1	36335730	36369181	-	33452	18
Fer1l5	1	36372291	36422110	+	49820	5
Lman2l	1	36419871	36445271	-	25401	7
Cnnm4	1	36471620	36508764	+	37145	61
Cnnm3	1	36511867	36528237	+	16371	136
Ankrd23	1	36530188	36536521	-	6334	15
Gm42417	1	36530193	36539429	-	9237	19
Ankrd39	1	36537507	36547445	-	9939	0
Sema4c	1	36548639	36558349	-	9711	4
Fam178b	1	36562692	36683183	-	120492	23
Actr1b	1	36698114	36714422	-	16309	3
4933424G06Rik	1	36710149	36757953	+	47805	9
Zap70	1	36761798	36782818	+	21021	1997
Tmem131	1	36792191	36943666	-	151476	55
Vwa3b	1	37026596	37187607	+	161012	26
Cnga3	1	37214434	37263384	+	48951	7
Inpp4a	1	37299891	37410736	+	110846	384
Coa5	1	37417084	37430103	-	13020	31
Unc50	1	37430139	37439124	+	8986	37
Mgat4a	1	37439340	37541016	-	101677	41
2010300C02Rik	1	37611677	37720085	-	108409	23
Tsga10	1	37754776	37866429	-	111654	14
Lipt1	1	37871738	37876228	+	4491	7
Mitd1	1	37874801	37890411	-	15611	8
Mrpl30	1	37890477	37898535	+	8059	47
Lyg2	1	37905923	37916493	-	10571	0
Lyg1	1	37946736	37957759	-	11024	0
Txndc9	1	37985189	37997893	-	12705	3
Eif5b	1	37998010	38055579	+	57570	432
Rev1	1	38052786	38129801	-	77016	48
Aff3	1	38177326	38664955	-	487630	89
Lonrf2	1	38793645	38836711	-	43067	5
Chst10	1	38863867	38898161	-	34295	3
Nms	1	38939149	38950276	+	11128	1
Pdcl3	1	38985608	38997238	+	11631	18
Npas2	1	39193731	39363236	+	169506	24
Rpl31	1	39367842	39371911	+	4070	200
Tbc1d8	1	39371492	39478755	-	107264	198
Cnot11	1	39534992	39546889	+	11898	32
Rnf149	1	39551296	39577405	-	26110	4
Creg2	1	39618406	39651474	-	33069	0
Rfx8	1	39665301	39720997	-	55697	6
Gm3646	1	39804148	39805332	-	1185	0
Map4k4	1	39900913	40026310	+	125398	798
Il1r2	1	40074079	40125231	+	51153	16
Il1r1	1	40225080	40317257	+	92178	19
Il1rl2	1	40324627	40367562	+	42936	49
Il1rl1	1	40429570	40465415	+	35846	9
Il18r1	1	40465552	40500854	+	35303	15
Il18rap	1	40515362	40551705	+	36344	21
Slc9a4	1	40580081	40630725	+	50645	7
Slc9a2	1	40680574	40769273	+	88700	29
Mfsd9	1	40772038	40790687	-	18650	4
Tmem182	1	40805601	40856887	+	51287	5
Pou3f3	1	42694925	42703176	+	8252	0
Mrps9	1	42851233	42905683	+	54451	383
Gpr45	1	42952963	43035456	+	82494	7
Tgfbrap1	1	43047200	43098622	-	51423	0
AI597479	1	43098710	43115947	+	17238	34
Fhl2	1	43123074	43196984	-	73911	20
Nck2	1	43444579	43570515	+	125937	310
Ecrg4	1	43730602	43742578	+	11977	5
Uxs1	1	43746966	43827800	-	80835	17
Tpp2	1	43934007	44003000	+	68994	307
Mettl21c	1	44009408	44020006	-	10599	29
Gm8251	1	44055872	44079746	-	23875	3
Tex30	1	44086613	44102441	-	15829	4
Poglut2	1	44106546	44118808	-	12263	0
Bivm	1	44118957	44144770	+	25814	10
Ercc5	1	44147847	44181260	+	33414	42
Mettl21e	1	44204070	44218961	-	14892	12
Gulp1	1	44551511	44796838	+	245328	31
Col3a1	1	45311538	45349706	+	38169	12
Col5a2	1	45374321	45503282	-	128962	21
Wdr75	1	45795166	45823619	+	28454	234
Gm5269	1	45889941	45890078	-	138	1
Slc40a1	1	45908068	45926519	-	18452	2
Dnah7b	1	46066738	46373550	+	306813	57
Dnah7c	1	46425592	46807476	+	381885	71
Slc39a10	1	46807544	46892852	-	85309	18
Hspe1	1	47112139	55091307	+	7979169	2455
Tmeff2	1	50909962	51187270	+	277309	46
Cavin2	1	51289126	51302960	+	13835	4
Nabp1	1	51465862	51478425	-	12564	1
Myo1b	1	51749765	51916071	-	166307	28
Stat4	1	51987148	52107189	+	120042	262
Stat1	1	52119440	52161865	+	42426	407
Gls	1	52163448	52233232	-	69785	68
Nab1	1	52457294	52500679	-	43386	12
Nemp2	1	52630703	52651919	+	21217	3
Mfsd6	1	52656286	52727462	-	71177	17
Inpp1	1	52785427	52817688	-	32262	4
Hibch	1	52845013	52920986	+	75974	61
1700019D03Rik	1	52922324	53020179	-	97856	22
Mstn	1	53061640	53068079	+	6440	1
1700019A02Rik	1	53158577	53187636	-	29060	3
Pms1	1	53189187	53297018	-	107832	25
Ormdl1	1	53297095	53310309	+	13215	23
Gm28778	1	53297111	53318035	+	20925	42
Osgepl1	1	53313624	53326343	+	12720	11
Gm28551	1	53325507	53352667	-	27161	2
Asnsd1	1	53344617	53352752	-	8136	0
Gm50478	1	53348479	53352619	-	4141	0
Dnah7a	1	53397006	53706761	-	309756	61
Stk17b	1	53755506	53785224	-	29719	8
Hecw2	1	53806876	54195034	-	388159	69
Ccdc150	1	54250683	54368727	+	118045	21
Gtf3c3	1	54396004	54438971	-	42968	12
Gm34066	1	54443404	54456763	-	13360	3
Pgap1	1	54472994	54557682	-	84689	17
Ankrd44	1	54645340	54926387	-	281048	35
Sf3b1	1	54985169	55027481	-	42313	6
Coq10b	1	55052770	55072702	+	19933	81
Hspd1	1	55077835	55088243	-	10409	5
Mob4	1	55131231	55154899	+	23669	66
Rftn2	1	55170159	55226782	-	56624	13
Mars2	1	55237177	55248470	+	11294	46
Boll	1	55248658	55363469	-	114812	36
Plcl1	1	55405921	55754285	+	348365	116
Hsfy2	1	56636044	56637435	-	1392	1
Satb2	1	56793981	56978650	-	184670	34
1700066M21Rik	1	57377620	57385423	+	7804	16
Tyw5	1	57388237	57407101	-	18865	5
Maip1	1	57406328	57417953	+	11626	19
Spats2l	1	57774162	57948394	+	174233	32
Kctd18	1	57955101	58018956	-	63856	13
Sgo2a	1	57995971	58025899	+	29929	8
Aox1	1	58029931	58106413	+	76483	16
Aox3	1	58113136	58200698	+	87563	10
Aox4	1	58210397	58268597	+	58201	7
Aox2	1	58278326	58380259	+	101934	12
Bzw1	1	58392898	58407353	+	14456	188
Clk1	1	58412000	58424066	-	12067	3
Ppil3	1	58430994	58445486	-	14493	5
Nif3l1	1	58445151	58481816	+	36666	47
Orc2	1	58462771	58505109	-	42339	11
Fam126b	1	58522806	58586323	-	63518	23
Ndufb3	1	58586384	58595964	+	9581	9
Flacc1	1	58646903	58695989	-	49087	19
Cflar	1	58711551	58758884	+	47334	1659
Casp8	1	58795374	58847503	+	52130	127
Trak2	1	58900449	58973430	-	72982	15
Stradb	1	58973522	58995715	+	22194	11
C2cd6	1	58997116	59094900	-	97785	19
Tmem237	1	59100590	59120408	-	19819	4
Mpp4	1	59120935	59163389	-	42455	7
Als2	1	59162926	59237231	-	74306	9
Cdk15	1	59256906	59352993	+	96088	22
Fzd7	1	59482424	59486955	+	4532	1
Gm973	1	59516264	59636417	+	120154	22
Sumo1	1	59639434	59670834	-	31401	8
Nop58	1	59684977	59719044	+	34068	546
Bmpr2	1	59763400	59879014	+	115615	69
Fam117b	1	59913006	59985346	+	72341	149
Ica1l	1	59989068	60043122	-	54055	44
Wdr12	1	60069785	60098645	-	28861	10
Carf	1	60098247	60153953	+	55707	18
Nbeal1	1	60180599	60338328	+	157730	141
Cyp20a1	1	60343323	60388060	+	44738	77
Abi2	1	60409619	60481158	+	71540	62
Raph1	1	60482292	60567104	-	84813	23
Cd28	1	60746358	60773359	+	27002	56
Ctla4	1	60909025	60915832	+	6808	13
Icos	1	60977927	61000320	+	22394	48
Pard3b	1	61638824	62642284	+	1003461	174
Nrp2	1	62703285	62818695	+	115411	14
Ino80d	1	62958418	63114667	-	156250	16
Ndufs1	1	63143596	63176833	-	33238	5
Eef1b2	1	63176825	63180486	+	3662	304
Gpr1	1	63182691	63214543	-	31853	14
Zdbf2	1	63273265	63314576	+	41312	11
Adam23	1	63445895	63596276	+	150382	27
Gm39653	1	63615968	63620819	+	4852	3
Dytn	1	63622851	63686927	-	64077	10
Mdh1b	1	63698819	63730318	-	31500	7
Fastkd2	1	63730614	63754655	+	24042	93
4933402D24Rik	1	63754907	63769267	-	14361	5
Klf7	1	64029447	64122282	-	92836	16
Creb1	1	64532645	64604548	+	71904	208
Mettl21a	1	64606473	64617242	-	10770	6
Ccnyl1	1	64690455	64725644	+	35190	39
Fzd5	1	64730558	64737751	-	7194	2
Plekhm3	1	64785983	64956824	-	170842	33
Akr1cl	1	65012689	65032759	-	20071	3
Cryge	1	65048554	65051149	-	2596	0
Crygd	1	65061872	65063452	-	1581	0
Crygc	1	65071525	65073689	-	2165	0
Crygb	1	65080219	65082288	-	2070	0
Cryga	1	65100389	65103373	-	2985	0
Gm28845	1	65100619	65119558	-	18940	6
D630023F18Rik	1	65105285	65123214	-	17930	6
Idh1	1	65158616	65186500	-	27885	4
Pikfyve	1	65186689	65278695	+	92007	122
Pth2r	1	65282056	65389244	+	107189	14
Crygf	1	65926520	65928307	+	1788	0
Map2	1	66175273	66442583	+	267311	49
Unc80	1	66468367	66699148	+	230782	45
Rpe	1	66700831	66719805	+	18975	71
Kansl1l	1	66719248	66817562	-	98315	228
Acadl	1	66830839	66863277	-	32439	9
Myl1	1	66924295	66945384	-	21090	6
Lancl1	1	67000517	67038872	-	38356	7
Cps1	1	67123026	67231259	+	108234	17
Erbb4	1	68032186	69108059	-	1075874	169
Ikzf2	1	69531214	69687245	-	156032	28
Spag16	1	69826988	70725132	+	898145	132
Vwc2l	1	70725715	70885397	+	159683	27
Bard1	1	71027498	71103146	-	75649	13
Abca12	1	71242276	71414910	-	172635	31
Atic	1	71557150	71579631	+	22482	68
Fn1	1	71585520	71653200	-	67681	16
Mreg	1	72159442	72212307	-	52866	3
Pecr	1	72259167	72284314	-	25148	6
Tmem169	1	72284369	72303104	+	18736	3
Xrcc5	1	72307427	72394952	+	87526	384
Marchf4	1	72427112	72536930	-	109819	17
Smarcal1	1	72583251	72633134	+	49884	104
Ankar	1	72642980	72700579	-	57600	18
Rpl37a	1	72711290	72713813	+	2524	149
Igfbp2	1	72824503	72852474	+	27972	2
Igfbp5	1	72857932	72874884	-	16953	4
Tnp1	1	73015074	73015909	-	836	0
Tns1	1	73910231	74124449	-	214219	46
Rufy4	1	74125541	74148223	+	22683	1
Cxcr2	1	74153989	74161246	+	7258	0
Cxcr1	1	74191785	74194631	-	2847	2
Arpc2	1	74236084	74268209	+	32126	411
Gpbar1	1	74278550	74279624	+	1075	2
Aamp	1	74279840	74284738	-	4899	2
Pnkd	1	74284930	74353694	+	68765	124
Tmbim1	1	74288247	74305622	-	17376	51
Catip	1	74362108	74369321	+	7214	0
Slc11a1	1	74375195	74386062	+	10868	3
Ctdsp1	1	74391509	74397285	+	5777	30
Vil1	1	74409376	74435559	+	26184	6
Usp37	1	74435511	74544284	-	108774	105
Cnot9	1	74506058	74530842	+	24785	79
Plcd4	1	74542888	74567794	+	24907	5
Zfp142	1	74565127	74588246	-	23120	1
Bcs1l	1	74588289	74592443	+	4155	11
Rnf25	1	74593748	74601397	-	7650	0
Stk36	1	74601445	74636894	+	35450	10
Ttll4	1	74661745	74703730	+	41986	457
Cyp27a1	1	74713574	74737892	+	24319	8
Prkag3	1	74738922	74749221	-	10300	2
Wnt6	1	74771892	74785322	+	13431	2
Wnt10a	1	74791516	74804179	+	12664	2
Cdk5r2	1	74854934	74857732	+	2799	0
Fev	1	74881509	74885419	-	3911	0
Cryba2	1	74889934	74893143	-	3210	1
Cfap65	1	74902071	74935599	-	33529	7
Ihh	1	74945315	74951672	-	6358	3
Nhej1	1	74967139	75046639	-	79501	11
Slc23a3	1	75125541	75133890	-	8350	1
Cnppd1	1	75134554	75142711	-	8158	7
Retreg2	1	75142778	75147913	+	5136	38
Zfand2b	1	75168646	75171629	+	2984	22
Abcb6	1	75171717	75180392	-	8676	7
Atg9a	1	75180860	75192196	-	11337	3
Ankzf1	1	75192160	75199387	+	7228	34
Glb1l	1	75198243	75210813	-	12571	22
Stk16	1	75210838	75215606	+	4769	103
Tuba4a	1	75214228	75219865	-	5638	46
A630095N17Rik	1	75220095	75232102	-	12008	2
Dnajb2	1	75236406	75245692	+	9287	65
Ptprn	1	75247027	75264502	-	17476	19
Resp18	1	75272199	75278415	-	6217	1
Dnpep	1	75307896	75317990	-	10095	0
Des	1	75360329	75368579	+	8251	1
Speg	1	75375297	75432320	+	57024	4
Gmppa	1	75435930	75443174	+	7245	55
Asic4	1	75450436	75474343	+	23908	4
Chpf	1	75474569	75479307	-	4739	2
Tmem198	1	75479532	75485705	+	6174	6
Obsl1	1	75485825	75506361	-	20537	6
Inha	1	75507077	75510366	+	3290	1
Stk11ip	1	75521529	75537335	+	15807	64
Slc4a3	1	75546266	75562172	+	15907	3
Epha4	1	77367185	77515088	-	147904	22
Pax3	1	78101267	78197134	-	95868	16
Sgpp2	1	78310345	78420289	+	109945	10
Farsb	1	78417975	78488897	-	70923	6
BC035947	1	78497026	78512158	-	15133	0
Mogat1	1	78510991	78538173	+	27183	7
Acsl3	1	78657825	78707743	+	49919	53
Utp14b	1	78658038	78671512	+	13475	26
Kcne4	1	78816758	78820028	+	3271	0
Scg2	1	79434669	79440120	-	5452	1
Ap1s3	1	79606876	79671972	-	65097	9
Wdfy1	1	79702262	79776143	-	73882	10
Mrpl44	1	79776018	79781445	+	5428	23
Serpine2	1	79794197	79861180	-	66984	11
Fam124b	1	80198706	80213944	-	15239	9
Cul3	1	80264923	80340480	-	75558	14
Gm45261	1	80449597	80461448	-	11852	3
Dock10	1	80501073	80758448	-	257376	51
Nyap2	1	81076950	81341764	+	264815	38
Irs1	1	82233101	82291416	-	58316	8
Gm9747	1	82233112	82235933	+	2822	1
Rhbdd1	1	82316452	82445366	+	128915	771
Col4a4	1	82448423	82586849	-	138427	51
Col4a3	1	82586976	82722059	+	135084	26
Mff	1	82724890	82752394	+	27505	74
Tm4sf20	1	82756649	82768461	-	11813	17
Gm47791	1	82770824	82771243	-	420	1
Agfg1	1	82839483	82901182	+	61700	585
A030005L19Rik	1	82913325	82914130	+	806	3
A030014E15Rik	1	82924917	82925712	+	796	0
Gm6217	1	82930571	82931399	-	829	0
A030003K21Rik	1	82942559	82943388	-	830	0
Gm7544	1	82955186	82956013	-	828	0
Gm47955	1	82960286	82960924	+	639	0
Gm47959	1	83000548	83001480	+	933	1
Slc19a3	1	83012523	83038448	-	25926	4
Krtap28	1	83041524	83061921	-	20398	2
Gm47969	1	83044932	83045946	+	1015	0
A030005K14Rik	1	83058286	83059378	-	1093	0
Ccl20	1	83116766	83119167	+	2402	0
Daw1	1	83159762	83210574	+	50813	6
Sphkap	1	83254139	83408200	-	154062	43
Pid1	1	84036296	84364180	-	327885	51
Dner	1	84369839	84696221	-	326383	51
Trip12	1	84721189	84840516	-	119328	27
Fbxo36	1	84839841	84900487	+	60647	13
Slc16a14	1	84905898	84935134	-	29237	9
AC167036.1	1	84958982	84964572	+	5591	3
AC167036.2	1	85027954	85028844	-	891	0
A530032D15Rik	1	85083069	85109853	-	26785	17
C130026I21Rik	1	85112267	85270566	-	158300	80
Gm7609	1	85199613	85213786	+	14174	3
AC147806.1	1	85484252	85485142	-	891	2
AC147806.2	1	85526602	85552178	+	25577	9
G530012D18Rik	1	85575676	85577295	+	1620	0
Sp110	1	85576899	85598817	-	21919	13
Sp140	1	85600378	85645037	+	44660	53
Sp100	1	85649988	85709998	+	60011	90
A630001G21Rik	1	85717083	85778643	-	61561	15
Cab39	1	85793441	85851576	+	58136	457
Itm2c	1	85894281	85908675	+	14395	29
4933407L21Rik	1	85928483	85940624	+	12142	0
Gpr55	1	85938318	85961007	-	22690	5
Spata3	1	86018068	86029958	+	11891	1
2810459M11Rik	1	86045863	86055456	+	9594	4
Psmd1	1	86064619	86139151	+	74533	306
Htr2b	1	86099026	86111970	-	12945	65
Gm21972	1	86133637	86162788	+	29152	44
Armc9	1	86154798	86278284	+	123487	85
B3gnt7	1	86303234	86307305	+	4072	3
Ncl	1	86344719	86359400	-	14682	4
Nmur1	1	86386303	86426228	-	39926	2
Tex44	1	86426329	86428052	+	1724	0
Ptma	1	86526726	86530712	+	3987	620
Pde6d	1	86542994	86582629	-	39636	19
Cops7b	1	86582904	86609375	+	26472	59
Nppc	1	86666291	86670571	-	4281	4
Dis3l2	1	86703819	87050095	+	346277	766
Alppl2	1	87086694	87089928	-	3235	2
Alpi	1	87098002	87101606	-	3605	0
Akp3	1	87125008	87127912	+	2905	2
Ecel1	1	87147655	87156521	-	8867	0
Prss56	1	87183313	87188405	+	5093	1
Chrnd	1	87190637	87200070	+	9434	1
Chrng	1	87204657	87212694	+	8038	2
Eif4e2	1	87213914	87240488	+	26575	366
Efhd1	1	87264363	87310839	+	46477	11
Gigyf2	1	87327003	87450796	+	123794	527
Kcnj13	1	87386363	87394729	-	8367	47
Snorc	1	87470271	87475482	+	5212	0
Ngef	1	87476834	87573870	-	97037	13
Neu2	1	87509889	87597845	+	87957	7
Inpp5d	1	87620312	87720507	+	100196	178
Atg16l1	1	87755870	87792428	+	36559	666
Sag	1	87803680	87845158	+	41479	80
Dgkd	1	87853287	87945180	+	91894	957
Usp40	1	87945119	88008551	-	63433	66
Ugt1a10	1	88055388	88219004	+	163617	23
Ugt1a9	1	88070800	88218997	+	148198	22
Ugt1a8	1	88087813	88219004	+	131192	21
Ugt1a7c	1	88095062	88220002	+	124941	24
Ugt1a6b	1	88103252	88219003	+	115752	20
Ugt1a6a	1	88134809	88218997	+	84189	16
Ugt1a5	1	88166012	88218997	+	52986	12
Ugt1a2	1	88200601	88218997	+	18397	3
Dnajb3	1	88204732	88205782	-	1051	1
Ugt1a1	1	88211959	88218997	+	7039	1
Mroh2a	1	88227020	88262289	+	35270	56
Hjurp	1	88262471	88277633	-	15163	12
Trpm8	1	88303283	88389293	+	86011	21
Spp2	1	88406961	88426438	+	19478	5
Glrp1	1	88499871	88510066	-	10196	4
Arl4c	1	88673125	88702221	-	29097	11
Sh3bp4	1	89070415	89155068	+	84654	18
Agap1	1	89454806	89897617	+	442812	72
Gbx2	1	89927956	89931179	-	3224	0
Asb18	1	89950220	90014666	-	64447	15
Iqca	1	90042132	90153401	-	111270	22
Ackr3	1	90203980	90216751	+	12772	2
Cops8	1	90602981	90613341	+	10361	102
Col6a3	1	90765923	90843971	-	78049	18
Mlph	1	90915085	90951142	+	36058	3
Prlh	1	90953108	90954027	+	920	0
Rab17	1	90958133	90969661	-	11529	1
Lrrfip1	1	90998737	91128944	+	130208	725
Rbm44	1	91145101	91170795	+	25695	6
Ramp1	1	91179822	91225196	+	45375	13
Ube2f	1	91250311	91290337	+	40027	210
Scly	1	91298338	91321075	+	22738	65
Espnl	1	91322075	91348306	+	26232	9
Klhl30	1	91351016	91362416	+	11401	0
Erfe	1	91366430	91374217	+	7788	2
Ilkap	1	91373861	91398801	-	24941	2
Hes6	1	91411483	91413222	-	1740	0
Per2	1	91415982	91459324	-	43343	4
Traf3ip1	1	91494647	91529307	+	34661	88
Asb1	1	91540544	91559589	+	19046	15
Twist2	1	91801461	91848028	+	46568	19
Hdac4	1	91928779	92180341	-	251563	33
Ndufa10	1	92439010	92473860	-	34851	5
Olfr1416	1	92475925	92485113	-	9189	0
Olfr1415	1	92489101	92496101	-	7001	1
Olfr1414	1	92506366	92518661	-	12296	1
Olfr1413	1	92571322	92574397	+	3076	0
Olfr1412	1	92585779	92591375	+	5597	1
Olfr1411	1	92594411	92597753	+	3343	0
Olfr1410	1	92605782	92614806	+	9025	1
Olfr12	1	92617788	92623412	+	5625	0
Cops9	1	92637145	92641985	-	4841	1
Otos	1	92644218	92648841	-	4624	0
Gpc1	1	92831645	92860779	+	29135	29
Ankmy1	1	92859803	92902906	-	43104	9
Dusp28	1	92906981	92908435	+	1455	4
Rnpepl1	1	92910783	92924384	+	13602	150
Capn10	1	92934376	92947941	+	13566	59
Gpr35	1	92950865	92986391	+	35527	15
Aqp12	1	93006334	93012269	+	5936	0
Kif1a	1	93015464	93101951	-	86488	6
Agxt	1	93135240	93145421	+	10182	0
Mab21l4	1	93151349	93160948	-	9600	2
Crocc2	1	93168725	93231072	+	62348	16
Sned1	1	93235841	93301065	+	65225	14
Mterf4	1	93299211	93305915	-	6705	3
Pask	1	93308778	93343482	-	34705	7
Ppp1r7	1	93342854	93373489	+	30636	132
Ano7	1	93373930	93404303	+	30374	9
Hdlbp	1	93405940	93478815	-	72876	11
Septin2	1	93478964	93510260	+	31297	193
Farp2	1	93512079	93621976	+	109898	110
Stk25	1	93619751	93658659	-	38909	12
Bok	1	93685660	93695764	+	10105	1
Thap4	1	93701935	93754864	-	52930	15
Atg4b	1	93751500	93790610	+	39111	164
Dtymk	1	93792576	93801934	-	9359	61
Ing5	1	93803965	93822101	+	18137	129
D2hgdh	1	93824909	93852348	+	27440	26
Gal3st2	1	93861346	93876494	+	15149	1
Gal3st2b	1	93918311	93942650	+	24340	6
Gal3st2c	1	93990509	94017147	+	26639	5
Neu4	1	94020451	94028334	+	7884	1
Pdcd1	1	94038305	94052553	-	14249	0
Fam174a	1	95313623	95335284	+	21662	3
St8sia4	1	95587682	95667571	-	79890	9
Slco4c1	1	96816270	96872171	-	55902	12
