# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_21_pos_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_21_srt_flt_pos_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_21_srt_flt_pos_srt.bam
Atic	1	71557150	71579631	+	22482	2
Fn1	1	71585520	71653200	-	67681	0
Mreg	1	72159442	72212307	-	52866	9
Pecr	1	72259167	72284314	-	25148	7
Tmem169	1	72284369	72303104	+	18736	1
Xrcc5	1	72307427	72394952	+	87526	0
Marchf4	1	72427112	72536930	-	109819	2
Smarcal1	1	72583251	72633134	+	49884	0
Ankar	1	72642980	72700579	-	57600	2
Rpl37a	1	72711290	72713813	+	2524	0
Igfbp2	1	72824503	72852474	+	27972	0
Igfbp5	1	72857932	72874884	-	16953	0
Tnp1	1	73015074	73015909	-	836	0
Tns1	1	73910231	74124449	-	214219	466
Rufy4	1	74125541	74148223	+	22683	0
Cxcr2	1	74153989	74161246	+	7258	1
Cxcr1	1	74191785	74194631	-	2847	0
Arpc2	1	74236084	74268209	+	32126	4
Gpbar1	1	74278550	74279624	+	1075	15
Aamp	1	74279840	74284738	-	4899	746
Pnkd	1	74284930	74353694	+	68765	19
Tmbim1	1	74288247	74305622	-	17376	13
Catip	1	74362108	74369321	+	7214	0
Slc11a1	1	74375195	74386062	+	10868	4
Ctdsp1	1	74391509	74397285	+	5777	6
Vil1	1	74409376	74435559	+	26184	37
Usp37	1	74435511	74544284	-	108774	720
Cnot9	1	74506058	74530842	+	24785	6
Plcd4	1	74542888	74567794	+	24907	147
Zfp142	1	74565127	74588246	-	23120	734
Bcs1l	1	74588289	74592443	+	4155	25
Rnf25	1	74593748	74601397	-	7650	90
Stk36	1	74601445	74636894	+	35450	14
Ttll4	1	74661745	74703730	+	41986	5
Cyp27a1	1	74713574	74737892	+	24319	0
Prkag3	1	74738922	74749221	-	10300	0
Wnt6	1	74771892	74785322	+	13431	0
Wnt10a	1	74791516	74804179	+	12664	0
Cdk5r2	1	74854934	74857732	+	2799	0
Fev	1	74881509	74885419	-	3911	0
Cryba2	1	74889934	74893143	-	3210	0
Cfap65	1	74902071	74935599	-	33529	1
Ihh	1	74945315	74951672	-	6358	8
Nhej1	1	74967139	75046639	-	79501	194
Slc23a3	1	75125541	75133890	-	8350	62
Cnppd1	1	75134554	75142711	-	8158	303
Retreg2	1	75142778	75147913	+	5136	4
Zfand2b	1	75168646	75171629	+	2984	1
Abcb6	1	75171717	75180392	-	8676	37
Atg9a	1	75180860	75192196	-	11337	464
Ankzf1	1	75192160	75199387	+	7228	48
Glb1l	1	75198243	75210813	-	12571	86
Stk16	1	75210838	75215606	+	4769	81
Tuba4a	1	75214228	75219865	-	5638	245
A630095N17Rik	1	75220095	75232102	-	12008	1
Dnajb2	1	75236406	75245692	+	9287	0
Ptprn	1	75247027	75264502	-	17476	2
Resp18	1	75272199	75278415	-	6217	1
Dnpep	1	75307896	75317990	-	10095	132
Des	1	75360329	75368579	+	8251	2
Speg	1	75375297	75432320	+	57024	1
Gmppa	1	75435930	75443174	+	7245	1
Asic4	1	75450436	75474343	+	23908	30
Chpf	1	75474569	75479307	-	4739	61
Tmem198	1	75479532	75485705	+	6174	0
Obsl1	1	75485825	75506361	-	20537	3
Inha	1	75507077	75510366	+	3290	0
Stk11ip	1	75521529	75537335	+	15807	3
Slc4a3	1	75546266	75562172	+	15907	0
Epha4	1	77367185	77515088	-	147904	12
Pax3	1	78101267	78197134	-	95868	4
Sgpp2	1	78310345	78420289	+	109945	208
Farsb	1	78417975	78488897	-	70923	962
BC035947	1	78497026	78512158	-	15133	0
Mogat1	1	78510991	78538173	+	27183	6
Acsl3	1	78657825	78707743	+	49919	5
Utp14b	1	78658038	78671512	+	13475	2
Kcne4	1	78816758	78820028	+	3271	0
Scg2	1	79434669	79440120	-	5452	0
Ap1s3	1	79606876	79671972	-	65097	918
Wdfy1	1	79702262	79776143	-	73882	581
Mrpl44	1	79776018	79781445	+	5428	0
Serpine2	1	79794197	79861180	-	66984	5
Fam124b	1	80198706	80213944	-	15239	34
Cul3	1	80264923	80340480	-	75558	3858
Gm45261	1	80449597	80461448	-	11852	1
Dock10	1	80501073	80758448	-	257376	30379
Nyap2	1	81076950	81341764	+	264815	2
Irs1	1	82233101	82291416	-	58316	2
Gm9747	1	82233112	82235933	+	2822	0
Rhbdd1	1	82316452	82445366	+	128915	12
Col4a4	1	82448423	82586849	-	138427	10
Col4a3	1	82586976	82722059	+	135084	17
Mff	1	82724890	82752394	+	27505	2
Tm4sf20	1	82756649	82768461	-	11813	0
Gm47791	1	82770824	82771243	-	420	0
Agfg1	1	82839483	82901182	+	61700	5
A030005L19Rik	1	82913325	82914130	+	806	0
A030014E15Rik	1	82924917	82925712	+	796	0
Gm6217	1	82930571	82931399	-	829	0
A030003K21Rik	1	82942559	82943388	-	830	0
Gm7544	1	82955186	82956013	-	828	0
Gm47955	1	82960286	82960924	+	639	0
Gm47959	1	83000548	83001480	+	933	0
Slc19a3	1	83012523	83038448	-	25926	1
Krtap28	1	83041524	83061921	-	20398	0
Gm47969	1	83044932	83045946	+	1015	0
A030005K14Rik	1	83058286	83059378	-	1093	0
Ccl20	1	83116766	83119167	+	2402	0
Daw1	1	83159762	83210574	+	50813	1
Sphkap	1	83254139	83408200	-	154062	4
Pid1	1	84036296	84364180	-	327885	35
Dner	1	84369839	84696221	-	326383	33
Trip12	1	84721189	84840516	-	119328	3161
Fbxo36	1	84839841	84900487	+	60647	4
Slc16a14	1	84905898	84935134	-	29237	2
AC167036.1	1	84958982	84964572	+	5591	0
AC167036.2	1	85027954	85028844	-	891	0
A530032D15Rik	1	85083069	85109853	-	26785	21
C130026I21Rik	1	85112267	85270566	-	158300	63
Gm7609	1	85199613	85213786	+	14174	1
AC147806.1	1	85484252	85485142	-	891	1
AC147806.2	1	85526602	85552178	+	25577	2
G530012D18Rik	1	85575676	85577295	+	1620	58
Sp110	1	85576899	85598817	-	21919	546
Sp140	1	85600378	85645037	+	44660	9
Sp100	1	85649988	85709998	+	60011	6
A630001G21Rik	1	85717083	85778643	-	61561	384
Cab39	1	85793441	85851576	+	58136	5
Itm2c	1	85894281	85908675	+	14395	2
4933407L21Rik	1	85928483	85940624	+	12142	1
Gpr55	1	85938318	85961007	-	22690	2
Spata3	1	86018068	86029958	+	11891	2
2810459M11Rik	1	86045863	86055456	+	9594	2
Psmd1	1	86064619	86139151	+	74533	3
Htr2b	1	86099026	86111970	-	12945	0
Gm21972	1	86133637	86162788	+	29152	2
Armc9	1	86154798	86278284	+	123487	121
B3gnt7	1	86303234	86307305	+	4072	2
Ncl	1	86344719	86359400	-	14682	4250
Nmur1	1	86386303	86426228	-	39926	0
Tex44	1	86426329	86428052	+	1724	0
Ptma	1	86526726	86530712	+	3987	11
Pde6d	1	86542994	86582629	-	39636	93
Cops7b	1	86582904	86609375	+	26472	2
Nppc	1	86666291	86670571	-	4281	0
Dis3l2	1	86703819	87050095	+	346277	65
Alppl2	1	87086694	87089928	-	3235	0
Alpi	1	87098002	87101606	-	3605	1
Akp3	1	87125008	87127912	+	2905	0
Ecel1	1	87147655	87156521	-	8867	0
Prss56	1	87183313	87188405	+	5093	0
Chrnd	1	87190637	87200070	+	9434	0
Chrng	1	87204657	87212694	+	8038	9
Eif4e2	1	87213914	87240488	+	26575	5
Efhd1	1	87264363	87310839	+	46477	2
Gigyf2	1	87327003	87450796	+	123794	8
Kcnj13	1	87386363	87394729	-	8367	0
Snorc	1	87470271	87475482	+	5212	0
Ngef	1	87476834	87573870	-	97037	10
Neu2	1	87509889	87597845	+	87957	10
Inpp5d	1	87620312	87720507	+	100196	3
Atg16l1	1	87755870	87792428	+	36559	3
Sag	1	87803680	87845158	+	41479	5
Dgkd	1	87853287	87945180	+	91894	66
Usp40	1	87945119	88008551	-	63433	253
Ugt1a10	1	88055388	88219004	+	163617	7
Ugt1a9	1	88070800	88218997	+	148198	7
Ugt1a8	1	88087813	88219004	+	131192	7
Ugt1a7c	1	88095062	88220002	+	124941	6
Ugt1a6b	1	88103252	88219003	+	115752	6
Ugt1a6a	1	88134809	88218997	+	84189	5
Ugt1a5	1	88166012	88218997	+	52986	5
Ugt1a2	1	88200601	88218997	+	18397	4
Dnajb3	1	88204732	88205782	-	1051	0
Ugt1a1	1	88211959	88218997	+	7039	4
Mroh2a	1	88227020	88262289	+	35270	341
Hjurp	1	88262471	88277633	-	15163	1454
Trpm8	1	88303283	88389293	+	86011	2
Spp2	1	88406961	88426438	+	19478	0
Glrp1	1	88499871	88510066	-	10196	11
Arl4c	1	88673125	88702221	-	29097	418
Sh3bp4	1	89070415	89155068	+	84654	2
Agap1	1	89454806	89897617	+	442812	8
Gbx2	1	89927956	89931179	-	3224	0
Asb18	1	89950220	90014666	-	64447	4
Iqca	1	90042132	90153401	-	111270	1
Ackr3	1	90203980	90216751	+	12772	0
Cops8	1	90602981	90613341	+	10361	0
Col6a3	1	90765923	90843971	-	78049	1
Mlph	1	90915085	90951142	+	36058	1
Prlh	1	90953108	90954027	+	920	0
Rab17	1	90958133	90969661	-	11529	0
Lrrfip1	1	90998737	91128944	+	130208	51
Rbm44	1	91145101	91170795	+	25695	0
Ramp1	1	91179822	91225196	+	45375	0
Ube2f	1	91250311	91290337	+	40027	0
Scly	1	91298338	91321075	+	22738	0
Espnl	1	91322075	91348306	+	26232	13
Klhl30	1	91351016	91362416	+	11401	20
Erfe	1	91366430	91374217	+	7788	175
Ilkap	1	91373861	91398801	-	24941	1110
Hes6	1	91411483	91413222	-	1740	68
Per2	1	91415982	91459324	-	43343	520
Traf3ip1	1	91494647	91529307	+	34661	1
Asb1	1	91540544	91559589	+	19046	0
Twist2	1	91801461	91848028	+	46568	1
Hdac4	1	91928779	92180341	-	251563	15121
Ndufa10	1	92439010	92473860	-	34851	686
Olfr1416	1	92475925	92485113	-	9189	1
Olfr1415	1	92489101	92496101	-	7001	0
Olfr1414	1	92506366	92518661	-	12296	1
Olfr1413	1	92571322	92574397	+	3076	0
Olfr1412	1	92585779	92591375	+	5597	0
Olfr1411	1	92594411	92597753	+	3343	0
Olfr1410	1	92605782	92614806	+	9025	0
Olfr12	1	92617788	92623412	+	5625	1
Cops9	1	92637145	92641985	-	4841	61
Otos	1	92644218	92648841	-	4624	3
Gpc1	1	92831645	92860779	+	29135	3
Ankmy1	1	92859803	92902906	-	43104	9
Dusp28	1	92906981	92908435	+	1455	4
Rnpepl1	1	92910783	92924384	+	13602	3
Capn10	1	92934376	92947941	+	13566	2
Gpr35	1	92950865	92986391	+	35527	1
Aqp12	1	93006334	93012269	+	5936	0
Kif1a	1	93015464	93101951	-	86488	3
Agxt	1	93135240	93145421	+	10182	0
Mab21l4	1	93151349	93160948	-	9600	0
Crocc2	1	93168725	93231072	+	62348	2
Sned1	1	93235841	93301065	+	65225	26
Mterf4	1	93299211	93305915	-	6705	30
Pask	1	93308778	93343482	-	34705	34
Ppp1r7	1	93342854	93373489	+	30636	4
Ano7	1	93373930	93404303	+	30374	23
Hdlbp	1	93405940	93478815	-	72876	2436
Septin2	1	93478964	93510260	+	31297	2
Farp2	1	93512079	93621976	+	109898	213
Stk25	1	93619751	93658659	-	38909	632
Bok	1	93685660	93695764	+	10105	2
Thap4	1	93701935	93754864	-	52930	188
Atg4b	1	93751500	93790610	+	39111	21
Dtymk	1	93792576	93801934	-	9359	48
Ing5	1	93803965	93822101	+	18137	0
D2hgdh	1	93824909	93852348	+	27440	12
Gal3st2	1	93861346	93876494	+	15149	0
Gal3st2b	1	93918311	93942650	+	24340	1
Gal3st2c	1	93990509	94017147	+	26639	1
Neu4	1	94020451	94028334	+	7884	0
Pdcd1	1	94038305	94052553	-	14249	11
Fam174a	1	95313623	95335284	+	21662	1
St8sia4	1	95587682	95667571	-	79890	567
